from,to,source
147,1820-12-20,"Th OC-91"
981,1820-12-21,"Th OC-91"
762,1820-12-21,"Th OC-91"
1713,1820-12-22,"Th OC-91"
343,1820-12-22,"Th OC-91"
147,1820-12-22,"Th OC-91"
1527,1820-12-23,"Th OC-91"
147,1820-12-23,"Th OC-91"
153,1820-12-23,"Th OC-91"
517,1820-12-24,"Th OC-91"
990,1820-12-24,"Th OC-91"
1144,1820-12-26,"Th OC-91"
147,1820-12-26,"Th OC-91"
36,1820-12-26,"Th OC-91"
696,1820-12-27,"Th OC-91"
1103,1820-12-27,"Th OC-91"
981,1820-12-28,"Th OC-91"
147,1820-12-28,"Th OC-91"
640,1820-12-28,"Th OC-91"
1856,1820-12-29,"Th OC-91"
284,1820-12-29,"Th OC-91"
1108,1820-12-30,"Th OC-91"
554,1820-12-30,"Th OC-91"
147,1820-12-30,"Th OC-91"
1280,1820-12-31,"Th OC-91"
1055,1820-12-31,"Th OC-91"
36,1820-12-31,"Th OC-91"
1103,1821-01-01,"Th OC-91"
29,1821-01-01,"Th OC-91"
147,1821-01-02,"Th OC-91"
288,1821-01-02,"Th OC-91"
1856,1821-01-03,"Th OC-91"
640,1821-01-03,"Th OC-91"
1878,1821-01-04,"Th OC-91"
932,1821-01-04,"Th OC-91"
1403,1821-01-05,"Th OC-91"
968,1821-01-05,"Th OC-91"
981,1821-01-06,"Th OC-91"
147,1821-01-06,"Th OC-91"
1234,1821-01-07,"Th OC-91"
1086,1821-01-07,"Th OC-91"
1208,1821-01-08,"Th OC-91"
1631,1821-01-08,"Th OC-91"
147,1821-01-08,"Th OC-91"
1878,1821-01-09,"Th OC-91"
16,1821-01-09,"Th OC-91"
554,1821-01-10,"Th OC-91"
544,1821-01-10,"Th OC-91"
1559,1821-01-11,"Th OC-91"
1527,1821-01-11,"Th OC-91"
1004,1821-01-11,"Th OC-91"
1103,1821-01-12,"Th OC-91"
1639,1821-01-12,"Th OC-91"
976,1821-01-12,"Th OC-91"
1803,1821-01-13,"Th OC-91"
517,1821-01-13,"Th OC-91"
554,1821-01-14,"Th OC-91"
1470,1821-01-14,"Th OC-91"
762,1821-01-14,"Th OC-91"
1280,1821-01-15,"Th OC-91"
147,1821-01-15,"Th OC-91"
36,1821-01-15,"Th OC-91"
1550,1821-01-16,"Th OC-91"
1208,1821-01-16,"Th OC-91"
1103,1821-01-17,"Th OC-91"
968,1821-01-17,"Th OC-91"
1144,1821-01-18,"Th OC-91"
932,1821-01-18,"Th OC-91"
147,1821-01-18,"Th OC-91"
1596,1821-01-19,"Th OC-91"
1559,1821-01-19,"Th OC-91"
1527,1821-01-22,"Th OC-91"
936,1821-01-22,"Th OC-91"
16,1821-01-22,"Th OC-91"
1856,1821-01-23,"Th OC-91"
1055,1821-01-23,"Th OC-91"
1803,1821-01-24,"Th OC-91"
995,1821-01-24,"Th OC-91"
1403,1821-01-25,"Th OC-91"
360,1821-01-25,"Th OC-91"
965,1821-01-25,"Th OC-91"
995,1821-01-26,"Th OC-91"
153,1821-01-26,"Th OC-91"
1856,1821-01-27,"Th OC-91"
1741,1821-01-27,"Th OC-91"
544,1821-01-28,"Th OC-91"
147,1821-01-28,"Th OC-91"
1403,1821-01-29,"Th OC-91"
1559,1821-01-29,"Th OC-91"
1639,1821-01-29,"Th OC-91"
29,1821-01-30,"Th OC-91"
1280,1821-01-31,"Th OC-91"
995,1821-01-31,"Th OC-91"
1108,1821-02-01,"Th OC-91"
1856,1821-02-01,"Th OC-91"
1208,1821-02-02,"Th OC-91"
981,1821-02-02,"Th OC-91"
147,1821-02-02,"Th OC-91"
1383,1821-02-03,"Th OC-91"
976,1821-02-03,"Th OC-91"
1004,1821-02-04,"Th OC-91"
729,1821-02-04,"Th OC-91"
1055,1821-02-05,"Th OC-91"
343,1821-02-05,"Th OC-91"
932,1821-02-05,"Th OC-91"
1144,1821-02-06,"Th OC-91"
995,1821-02-06,"Th OC-91"
1550,1821-02-07,"Th OC-91"
1208,1821-02-07,"Th OC-91"
1639,1821-02-08,"Th OC-91"
990,1821-02-08,"Th OC-91"
981,1821-02-09,"Th OC-91"
995,1821-02-09,"Th OC-91"
1856,1821-02-10,"Th OC-91"
284,1821-02-10,"Th OC-91"
1280,1821-02-11,"Th OC-91"
995,1821-02-11,"Th OC-91"
762,1821-02-12,"Th OC-91"
147,1821-02-12,"Th OC-91"
1383,1821-02-13,"Th OC-91"
360,1821-02-13,"Th OC-91"
1108,1821-02-15,"Th OC-91"
995,1821-02-15,"Th OC-91"
1403,1821-02-16,"Th OC-91"
968,1821-02-16,"Th OC-91"
717,1821-02-17,"Th OC-91"
995,1821-02-17,"Th OC-91"
1550,1821-02-18,"Th OC-91"
1856,1821-02-18,"Th OC-91"
1108,1821-02-19,"Th OC-91"
306,1821-02-19,"Th OC-91"
1280,1821-02-19,"Th OC-91"
51,1821-02-20,"Th OC-91"
288,1821-02-20,"Th OC-91"
306,1821-02-21,"Th OC-91"
1144,1821-02-21,"Th OC-91"
147,1821-02-21,"Th OC-91"
1856,1821-02-22,"Th OC-91"
696,1821-02-22,"Th OC-91"
306,1821-02-23,"Th OC-91"
717,1821-02-23,"Th OC-91"
965,1821-02-23,"Th OC-91"
1086,1821-02-24,"Th OC-91"
29,1821-02-24,"Th OC-91"
1383,1821-02-25,"Th OC-91"
976,1821-02-25,"Th OC-91"
544,1821-02-26,"Th OC-91"
306,1821-02-26,"Th OC-91"
1403,1821-02-27,"Th OC-91"
1639,1821-02-27,"Th OC-91"
640,1821-02-27,"Th OC-91"
1803,1821-02-28,"Th OC-91"
1527,1821-02-28,"Th OC-91"
36,1821-02-28,"Th OC-91"
360,1821-03-01,"Th OC-91"
936,1821-03-01,"Th OC-91"
640,1821-03-01,"Th OC-91"
1878,1821-03-02,"Th OC-91"
1208,1821-03-02,"Th OC-91"
1280,1821-03-03,"Th OC-91"
990,1821-03-03,"Th OC-91"
1527,1821-03-04,"Th OC-91"
1470,1821-03-04,"Th OC-91"
29,1821-03-04,"Th OC-91"
762,1821-03-05,"Th OC-91"
157,1821-03-05,"Th OC-91"
1208,1821-03-06,"Th OC-91"
990,1821-03-06,"Th OC-91"
1856,1821-03-07,"Th OC-91"
51,1821-03-07,"Th OC-91"
1550,1821-03-08,"Th OC-91"
717,1821-03-08,"Th OC-91"
1403,1821-03-09,"Th OC-91"
360,1821-03-09,"Th OC-91"
343,1821-03-09,"Th OC-91"
1741,1821-03-10,"Th OC-91"
967,1821-03-10,"Th OC-91"
543,1821-03-11,"Th OC-91"
965,1821-03-11,"Th OC-91"
964,1821-03-11,"Th OC-91"
967,1821-03-12,"Th OC-91"
936,1821-03-13,"Th OC-91"
968,1821-03-13,"Th OC-91"
967,1821-03-14,"Th OC-91"
762,1821-03-15,"Th OC-91"
964,1821-03-15,"Th OC-91"
967,1821-03-16,"Th OC-91"
1280,1821-03-17,"Th OC-91"
995,1821-03-17,"Th OC-91"
1878,1821-03-18,"Th OC-91"
673,1821-03-18,"Th OC-91"
1055,1821-03-19,"Th OC-91"
967,1821-03-19,"Th OC-91"
1596,1821-03-20,"Th OC-91"
965,1821-03-20,"Th OC-91"
967,1821-03-21,"Th OC-91"
640,1821-03-21,"Th OC-91"
1550,1821-03-22,"Th OC-91"
717,1821-03-22,"Th OC-91"
673,1821-03-23,"Th OC-91"
967,1821-03-23,"Th OC-91"
1081,1821-03-24,"Th OC-91"
976,1821-03-24,"Th OC-91"
990,1821-03-25,"Th OC-91"
640,1821-03-25,"Th OC-91"
544,1821-03-26,"Th OC-91"
16,1821-03-26,"Th OC-91"
1280,1821-03-27,"Th OC-91"
967,1821-03-27,"Th OC-91"
1550,1821-03-28,"Th OC-91"
964,1821-03-28,"Th OC-91"
1115,1821-03-29,"Th OC-91"
640,1821-03-29,"Th OC-91"
990,1821-03-30,"Th OC-91"
16,1821-03-30,"Th OC-91"
1115,1821-03-31,"Th OC-91"
228,1821-03-31,"Th OC-91"
1797,1821-04-01,"Th OC-91"
936,1821-04-01,"Th OC-91"
36,1821-04-01,"Th OC-91"
1108,1821-04-02,"Th OC-91"
967,1821-04-02,"Th OC-91"
1115,1821-04-03,"Th OC-91"
640,1821-04-03,"Th OC-91"
1208,1821-04-04,"Th OC-91"
29,1821-04-04,"Th OC-91"
1741,1821-04-05,"Th OC-91"
995,1821-04-05,"Th OC-91"
1108,1821-04-06,"Th OC-91"
967,1821-04-06,"Th OC-91"
1470,1821-04-07,"Th OC-91"
1115,1821-04-07,"Th OC-91"
284,1821-04-08,"Th OC-91"
967,1821-04-08,"Th OC-91"
1115,1821-04-09,"Th OC-91"
932,1821-04-09,"Th OC-91"
1527,1821-04-10,"Th OC-91"
978,1821-04-10,"Th OC-91"
225,1821-04-10,"Th OC-91"
1115,1821-04-11,"Th OC-91"
51,1821-04-11,"Th OC-91"
1266,1821-04-12,"Th OC-91"
978,1821-04-12,"Th OC-91"
762,1821-04-12,"Th OC-91"
1115,1821-04-13,"Th OC-91"
284,1821-04-13,"Th OC-91"
978,1821-04-14,"Th OC-91"
343,1821-04-14,"Th OC-91"
936,1821-04-14,"Th OC-91"
1550,1821-04-15,"Th OC-91"
1108,1821-04-15,"Th OC-91"
978,1821-04-15,"Th OC-91"
872,1821-04-23,"Th OC-91"
640,1821-04-23,"Th OC-91"
16,1821-04-23,"Th OC-91"
1280,1821-04-24,"Th OC-91"
967,1821-04-24,"Th OC-91"
1115,1821-04-25,"Th OC-91"
36,1821-04-25,"Th OC-91"
1713,1821-04-26,"Th OC-91"
978,1821-04-26,"Th OC-91"
1055,1821-04-26,"Th OC-91"
1086,1821-04-27,"Th OC-91"
157,1821-04-27,"Th OC-91"
1280,1821-04-28,"Th OC-91"
978,1821-04-28,"Th OC-91"
147,1821-04-28,"Th OC-91"
284,1821-04-29,"Th OC-91"
967,1821-04-29,"Th OC-91"
1329,1821-04-30,"Th OC-91"
228,1821-04-30,"Th OC-91"
1329,1821-05-01,"Th OC-91"
978,1821-05-01,"Th OC-91"
1329,1821-05-03,"Th OC-91"
990,1821-05-03,"Th OC-91"
543,1821-05-04,"Th OC-91"
1055,1821-05-04,"Th OC-91"
343,1821-05-04,"Th OC-91"
544,1821-05-05,"Th OC-91"
16,1821-05-05,"Th OC-91"
1550,1821-05-06,"Th OC-91"
1280,1821-05-06,"Th OC-91"
978,1821-05-07,"Th OC-91"
225,1821-05-07,"Th OC-91"
640,1821-05-07,"Th OC-91"
1329,1821-05-08,"Th OC-91"
1115,1821-05-08,"Th OC-91"
16,1821-05-08,"Th OC-91"
1550,1821-05-09,"Th OC-91"
544,1821-05-09,"Th OC-91"
1055,1821-05-10,"Th OC-91"
967,1821-05-10,"Th OC-91"
1550,1821-05-11,"Th OC-91"
1144,1821-05-11,"Th OC-91"
1329,1821-05-12,"Th OC-91"
1115,1821-05-12,"Th OC-91"
976,1821-05-12,"Th OC-91"
1329,1821-05-13,"Th OC-91"
978,1821-05-13,"Th OC-91"
343,1821-05-13,"Th OC-91"
964,1821-05-14,"Th OC-91"
288,1821-05-14,"Th OC-91"
1403,1821-05-15,"Th OC-91"
1639,1821-05-15,"Th OC-91"
1055,1821-05-15,"Th OC-91"
1086,1821-05-16,"Th OC-91"
696,1821-05-16,"Th OC-91"
717,1821-05-17,"Th OC-91"
967,1821-05-17,"Th OC-91"
1280,1821-05-18,"Th OC-91"
978,1821-05-18,"Th OC-91"
640,1821-05-18,"Th OC-91"
1741,1821-05-19,"Th OC-91"
1329,1821-05-19,"Th OC-91"
1115,1821-05-19,"Th OC-91"
968,1821-05-20,"Th OC-91"
29,1821-05-20,"Th OC-91"
1550,1821-05-21,"Th OC-91"
964,1821-05-21,"Th OC-91"
1856,1821-05-22,"Th OC-91"
153,1821-05-22,"Th OC-91"
1803,1821-05-23,"Th OC-91"
978,1821-05-23,"Th OC-91"
147,1821-05-23,"Th OC-91"
1004,1821-05-24,"Th OC-91"
153,1821-05-24,"Th OC-91"
1115,1821-05-25,"Th OC-91"
978,1821-05-25,"Th OC-91"
284,1821-05-25,"Th OC-91"
1264,1821-05-26,"Th OC-91"
1280,1821-05-26,"Th OC-91"
640,1821-05-26,"Th OC-91"
762,1821-05-27,"Th OC-91"
288,1821-05-27,"Th OC-91"
1403,1821-05-28,"Th OC-91"
1741,1821-05-28,"Th OC-91"
1115,1821-05-28,"Th OC-91"
1264,1821-05-29,"Th OC-91"
717,1821-05-29,"Th OC-91"
153,1821-05-29,"Th OC-91"
1550,1821-05-30,"Th OC-91"
964,1821-05-30,"Th OC-91"
1264,1821-05-31,"Th OC-91"
1108,1821-05-31,"Th OC-91"
1527,1821-05-31,"Th OC-91"
1115,1821-06-01,"Th OC-91"
1639,1821-06-01,"Th OC-91"
1264,1821-06-02,"Th OC-91"
1280,1821-06-02,"Th OC-91"
1055,1821-06-02,"Th OC-91"
544,1821-06-03,"Th OC-91"
964,1821-06-03,"Th OC-91"
1264,1821-06-04,"Th OC-91"
717,1821-06-04,"Th OC-91"
153,1821-06-04,"Th OC-91"
360,1821-06-05,"Th OC-91"
990,1821-06-05,"Th OC-91"
1264,1821-06-06,"Th OC-91"
1108,1821-06-06,"Th OC-91"
228,1821-06-06,"Th OC-91"
1280,1821-06-07,"Th OC-91"
1115,1821-06-07,"Th OC-91"
284,1821-06-07,"Th OC-91"
1550,1821-06-08,"Th OC-91"
1108,1821-06-08,"Th OC-91"
1081,1821-06-09,"Th OC-91"
968,1821-06-09,"Th OC-91"
1803,1821-06-11,"Th OC-91"
1264,1821-06-11,"Th OC-91"
1527,1821-06-11,"Th OC-91"
1208,1821-06-12,"Th OC-91"
544,1821-06-12,"Th OC-91"
1264,1821-06-13,"Th OC-91"
1055,1821-06-13,"Th OC-91"
343,1821-06-13,"Th OC-91"
1280,1821-06-14,"Th OC-91"
990,1821-06-14,"Th OC-91"
1527,1821-06-17,"Th OC-91"
1055,1821-06-17,"Th OC-91"
964,1821-06-17,"Th OC-91"
1803,1821-06-18,"Th OC-91"
1264,1821-06-18,"Th OC-91"
284,1821-06-18,"Th OC-91"
1280,1821-06-19,"Th OC-91"
1115,1821-06-19,"Th OC-91"
153,1821-06-19,"Th OC-91"
1108,1821-06-20,"Th OC-91"
544,1821-06-20,"Th OC-91"
1649,1821-06-21,"Th OC-91"
1856,1821-06-21,"Th OC-91"
1264,1821-06-22,"Th OC-91"
1055,1821-06-22,"Th OC-91"
932,1821-06-22,"Th OC-91"
1115,1821-06-23,"Th OC-91"
968,1821-06-23,"Th OC-91"
1550,1821-06-24,"Th OC-91"
762,1821-06-24,"Th OC-91"
1856,1821-06-25,"Th OC-91"
1639,1821-06-25,"Th OC-91"
219,1821-06-26,"Th OC-91"
640,1821-06-26,"Th OC-91"
1383,1821-06-27,"Th OC-91"
153,1821-06-27,"Th OC-91"
1264,1821-06-28,"Th OC-91"
1527,1821-06-28,"Th OC-91"
1144,1821-06-28,"Th OC-91"
1208,1821-06-29,"Th OC-91"
1631,1821-06-29,"Th OC-91"
932,1821-06-29,"Th OC-91"
1264,1821-06-30,"Th OC-91"
1110,1821-06-30,"Th OC-91"
640,1821-06-30,"Th OC-91"
1264,1821-07-01,"Th OC-91"
1527,1821-07-01,"Th OC-91"
1110,1821-07-01,"Th OC-91"
1383,1821-07-02,"Th OC-91"
1144,1821-07-02,"Th OC-91"
1797,1821-07-03,"Th OC-91"
1110,1821-07-03,"Th OC-91"
343,1821-07-03,"Th OC-91"
1856,1821-07-04,"Th OC-91"
360,1821-07-04,"Th OC-91"
1797,1821-07-05,"Th OC-91"
1110,1821-07-05,"Th OC-91"
872,1821-07-05,"Th OC-91"
1108,1821-07-06,"Th OC-91"
1115,1821-07-06,"Th OC-91"
1639,1821-07-06,"Th OC-91"
651,1821-07-07,"Th OC-91"
153,1821-07-07,"Th OC-91"
1797,1821-07-08,"Th OC-91"
1264,1821-07-08,"Th OC-91"
932,1821-07-08,"Th OC-91"
1803,1821-07-09,"Th OC-91"
651,1821-07-09,"Th OC-91"
1280,1821-07-10,"Th OC-91"
990,1821-07-10,"Th OC-91"
1144,1821-07-11,"Th OC-91"
651,1821-07-11,"Th OC-91"
1110,1821-07-12,"Th OC-91"
29,1821-07-12,"Th OC-91"
343,1821-07-13,"Th OC-91"
651,1821-07-13,"Th OC-91"
1856,1821-07-14,"Th OC-91"
1110,1821-07-14,"Th OC-91"
964,1821-07-15,"Th OC-91"
228,1821-07-15,"Th OC-91"
976,1821-07-16,"Th OC-91"
651,1821-07-16,"Th OC-91"
1803,1821-07-17,"Th OC-91"
1383,1821-07-17,"Th OC-91"
284,1821-07-18,"Th OC-91"
651,1821-07-18,"Th OC-91"
228,1821-07-19,"Th OC-91"
153,1821-07-19,"Th OC-91"
651,1821-07-20,"Th OC-91"
16,1821-07-20,"Th OC-91"
976,1821-07-21,"Th OC-91"
968,1821-07-21,"Th OC-91"
1550,1821-07-22,"Th OC-91"
1280,1821-07-22,"Th OC-91"
1797,1821-07-23,"Th OC-91"
651,1821-07-23,"Th OC-91"
1208,1821-07-24,"Th OC-91"
964,1821-07-24,"Th OC-91"
1055,1821-07-25,"Th OC-91"
651,1821-07-25,"Th OC-91"
1234,1821-07-26,"Th OC-91"
729,1821-07-26,"Th OC-91"
651,1821-07-27,"Th OC-91"
228,1821-07-27,"Th OC-91"
1797,1821-07-28,"Th OC-91"
1527,1821-07-28,"Th OC-91"
1631,1821-07-28,"Th OC-91"
1264,1821-07-29,"Th OC-91"
284,1821-07-29,"Th OC-91"
16,1821-07-29,"Th OC-91"
1280,1821-07-30,"Th OC-91"
651,1821-07-30,"Th OC-91"
1878,1821-07-31,"Th OC-91"
1713,1821-07-31,"Th OC-91"
1746,1821-08-01,"Th OC-91"
651,1821-08-01,"Th OC-91"
1086,1821-08-02,"Th OC-91"
153,1821-08-02,"Th OC-91"
976,1821-08-03,"Th OC-91"
651,1821-08-03,"Th OC-91"
544,1821-08-04,"Th OC-91"
228,1821-08-04,"Th OC-91"
1550,1821-08-05,"Th OC-91"
1086,1821-08-05,"Th OC-91"
1797,1821-08-06,"Th OC-91"
762,1821-08-06,"Th OC-91"
1746,1821-08-07,"Th OC-91"
651,1821-08-07,"Th OC-91"
1108,1821-08-08,"Th OC-91"
29,1821-08-08,"Th OC-91"
1264,1821-08-09,"Th OC-91"
284,1821-08-09,"Th OC-91"
343,1821-08-09,"Th OC-91"
872,1821-08-10,"Th OC-91"
651,1821-08-10,"Th OC-91"
1470,1821-08-11,"Th OC-91"
995,1821-08-11,"Th OC-91"
976,1821-08-12,"Th OC-91"
990,1821-08-12,"Th OC-91"
51,1821-08-13,"Th OC-91"
651,1821-08-13,"Th OC-91"
1108,1821-08-14,"Th OC-91"
964,1821-08-14,"Th OC-91"
1878,1821-08-15,"Th OC-91"
16,1821-08-15,"Th OC-91"
1399,1821-08-16,"Th OC-91"
228,1821-08-16,"Th OC-91"
1550,1821-08-17,"Th OC-91"
1631,1821-08-17,"Th OC-91"
1470,1821-08-18,"Th OC-91"
1399,1821-08-18,"Th OC-91"
1797,1821-08-19,"Th OC-91"
1110,1821-08-19,"Th OC-91"
872,1821-08-19,"Th OC-91"
1803,1821-08-20,"Th OC-91"
1399,1821-08-20,"Th OC-91"
1110,1821-08-21,"Th OC-91"
228,1821-08-21,"Th OC-91"
1108,1821-08-22,"Th OC-91"
1399,1821-08-22,"Th OC-91"
1878,1821-08-23,"Th OC-91"
1527,1821-08-23,"Th OC-91"
1110,1821-08-24,"Th OC-91"
640,1821-08-24,"Th OC-91"
153,1821-08-24,"Th OC-91"
1208,1821-08-26,"Th OC-91"
762,1821-08-26,"Th OC-91"
1399,1821-08-27,"Th OC-91"
228,1821-08-27,"Th OC-91"
1797,1821-08-28,"Th OC-91"
651,1821-08-28,"Th OC-91"
1399,1821-08-29,"Th OC-91"
964,1821-08-29,"Th OC-91"
343,1821-08-30,"Th OC-91"
651,1821-08-30,"Th OC-91"
1399,1821-08-31,"Th OC-91"
1110,1821-08-31,"Th OC-91"
1280,1821-09-01,"Th OC-91"
651,1821-09-01,"Th OC-91"
1550,1821-09-02,"Th OC-91"
1596,1821-09-02,"Th OC-91"
36,1821-09-03,"Th OC-91"
651,1821-09-03,"Th OC-91"
543,1821-09-04,"Th OC-91"
1399,1821-09-04,"Th OC-91"
1803,1821-09-05,"Th OC-91"
978,1821-09-05,"Th OC-91"
1110,1821-09-05,"Th OC-91"
651,1821-09-06,"Th OC-91"
16,1821-09-06,"Th OC-91"
1399,1821-09-07,"Th OC-91"
147,1821-09-07,"Th OC-91"
1004,1821-09-08,"Th OC-91"
978,1821-09-08,"Th OC-91"
1110,1821-09-09,"Th OC-91"
228,1821-09-09,"Th OC-91"
147,1821-09-10,"Th OC-91"
651,1821-09-10,"Th OC-91"
1527,1821-09-11,"Th OC-91"
877,1821-09-11,"Th OC-91"
153,1821-09-11,"Th OC-91"
1399,1821-09-12,"Th OC-91"
284,1821-09-12,"Th OC-91"
1470,1821-09-13,"Th OC-91"
1110,1821-09-13,"Th OC-91"
877,1821-09-13,"Th OC-91"
1631,1821-09-14,"Th OC-91"
147,1821-09-14,"Th OC-91"
228,1821-09-14,"Th OC-91"
1856,1821-09-15,"Th OC-91"
1280,1821-09-15,"Th OC-91"
1803,1821-09-16,"Th OC-91"
1264,1821-09-16,"Th OC-91"
936,1821-09-16,"Th OC-91"
877,1821-09-17,"Th OC-91"
651,1821-09-17,"Th OC-91"
1550,1821-09-18,"Th OC-91"
1399,1821-09-18,"Th OC-91"
1797,1821-09-19,"Th OC-91"
1383,1821-09-19,"Th OC-91"
1399,1821-09-20,"Th OC-91"
877,1821-09-20,"Th OC-91"
1110,1821-09-21,"Th OC-91"
964,1821-09-21,"Th OC-91"
1403,1821-09-22,"Th OC-91"
360,1821-09-22,"Th OC-91"
343,1821-09-22,"Th OC-91"
1527,1821-09-23,"Th OC-91"
1470,1821-09-23,"Th OC-91"
1399,1821-09-23,"Th OC-91"
964,1821-09-24,"Th OC-91"
651,1821-09-24,"Th OC-91"
1383,1821-09-25,"Th OC-91"
1280,1821-09-25,"Th OC-91"
1264,1821-09-26,"Th OC-91"
1110,1821-09-26,"Th OC-91"
640,1821-09-26,"Th OC-91"
729,1821-09-27,"Th OC-91"
651,1821-09-27,"Th OC-91"
1115,1821-09-28,"Th OC-91"
1639,1821-09-28,"Th OC-91"
16,1821-09-28,"Th OC-91"
1170,1821-09-29,"Th OC-91"
1399,1821-09-29,"Th OC-91"
995,1821-09-30,"Th OC-91"
29,1821-09-30,"Th OC-91"
1264,1821-10-01,"Th OC-91"
543,1821-10-01,"Th OC-91"
284,1821-10-01,"Th OC-91"
1108,1821-10-02,"Th OC-91"
1527,1821-10-02,"Th OC-91"
36,1821-10-02,"Th OC-91"
1639,1821-10-03,"Th OC-91"
968,1821-10-03,"Th OC-91"
1550,1821-10-04,"Th OC-91"
1108,1821-10-04,"Th OC-91"
1403,1821-10-05,"Th OC-91"
360,1821-10-05,"Th OC-91"
640,1821-10-05,"Th OC-91"
976,1821-10-06,"Th OC-91"
651,1821-10-06,"Th OC-91"
936,1821-10-07,"Th OC-91"
640,1821-10-07,"Th OC-91"
153,1821-10-07,"Th OC-91"
51,1821-10-08,"Th OC-91"
990,1821-10-08,"Th OC-91"
1108,1821-10-09,"Th OC-91"
29,1821-10-09,"Th OC-91"
1110,1821-10-10,"Th OC-91"
995,1821-10-10,"Th OC-91"
1856,1821-10-11,"Th OC-91"
640,1821-10-11,"Th OC-91"
1086,1821-10-12,"Th OC-91"
36,1821-10-12,"Th OC-91"
1803,1821-10-13,"Th OC-91"
1280,1821-10-13,"Th OC-91"
147,1821-10-13,"Th OC-91"
1713,1821-10-14,"Th OC-91"
1399,1821-10-14,"Th OC-91"
284,1821-10-14,"Th OC-91"
1257,1821-10-15,"Th OC-91"
16,1821-10-15,"Th OC-91"
543,1821-10-17,"Th OC-91"
1257,1821-10-17,"Th OC-91"
1399,1821-10-18,"Th OC-91"
651,1821-10-18,"Th OC-91"
1264,1821-10-19,"Th OC-91"
1257,1821-10-19,"Th OC-91"
1803,1821-10-20,"Th OC-91"
1170,1821-10-20,"Th OC-91"
1110,1821-10-20,"Th OC-91"
1856,1821-10-21,"Th OC-91"
554,1821-10-21,"Th OC-91"
1470,1821-10-21,"Th OC-91"
729,1821-10-22,"Th OC-91"
651,1821-10-22,"Th OC-91"
1115,1821-10-23,"Th OC-91"
1639,1821-10-23,"Th OC-91"
16,1821-10-23,"Th OC-91"
1399,1821-10-24,"Th OC-91"
651,1821-10-24,"Th OC-91"
1383,1821-10-25,"Th OC-91"
153,1821-10-25,"Th OC-91"
1170,1821-10-26,"Th OC-91"
288,1821-10-26,"Th OC-91"
1081,1821-10-27,"Th OC-91"
968,1821-10-27,"Th OC-91"
1108,1821-10-28,"Th OC-91"
554,1821-10-28,"Th OC-91"
651,1821-10-28,"Th OC-91"
1803,1821-10-29,"Th OC-91"
1399,1821-10-29,"Th OC-91"
1280,1821-10-29,"Th OC-91"
1004,1821-10-30,"Th OC-91"
1110,1821-10-30,"Th OC-91"
1550,1821-10-31,"Th OC-91"
1399,1821-10-31,"Th OC-91"
1803,1821-11-02,"Th OC-91"
1470,1821-11-02,"Th OC-91"
16,1821-11-02,"Th OC-91"
1086,1821-11-03,"Th OC-91"
1110,1821-11-03,"Th OC-91"
762,1821-11-04,"Th OC-91"
651,1821-11-04,"Th OC-91"
1856,1821-11-05,"Th OC-91"
640,1821-11-05,"Th OC-91"
1399,1821-11-06,"Th OC-91"
651,1821-11-06,"Th OC-91"
1878,1821-11-07,"Th OC-91"
36,1821-11-07,"Th OC-91"
1280,1821-11-08,"Th OC-91"
990,1821-11-08,"Th OC-91"
228,1821-11-09,"Th OC-91"
29,1821-11-09,"Th OC-91"
554,1821-11-10,"Th OC-91"
1115,1821-11-10,"Th OC-91"
360,1821-11-10,"Th OC-91"
1264,1821-11-11,"Th OC-91"
1527,1821-11-11,"Th OC-91"
543,1821-11-11,"Th OC-91"
1086,1821-11-12,"Th OC-91"
651,1821-11-12,"Th OC-91"
978,1821-11-13,"Th OC-91"
29,1821-11-13,"Th OC-91"
1550,1821-11-14,"Th OC-91"
228,1821-11-14,"Th OC-91"
1399,1821-11-15,"Th OC-91"
1280,1821-11-15,"Th OC-91"
762,1821-11-16,"Th OC-91"
36,1821-11-16,"Th OC-91"
1856,1821-11-17,"Th OC-91"
288,1821-11-17,"Th OC-91"
729,1821-11-18,"Th OC-91"
157,1821-11-18,"Th OC-91"
544,1821-11-19,"Th OC-91"
16,1821-11-19,"Th OC-91"
1403,1821-11-20,"Th OC-91"
360,1821-11-20,"Th OC-91"
343,1821-11-20,"Th OC-91"
1399,1821-11-21,"Th OC-91"
964,1821-11-21,"Th OC-91"
1639,1821-11-22,"Th OC-91"
990,1821-11-22,"Th OC-91"
1797,1821-11-23,"Th OC-91"
1055,1821-11-23,"Th OC-91"
651,1821-11-23,"Th OC-91"
544,1821-11-24,"M"
1280,1821-11-24,"M"
762,1821-11-25,"Th OC-91"
288,1821-11-25,"Th OC-91"
1470,1821-11-26,"Th OC-91"
1115,1821-11-26,"Th OC-91"
876,1821-11-26,"Th OC-91"
1527,1821-11-27,"Th OC-91"
1050,1821-11-27,"Th OC-91"
284,1821-11-27,"M"
1550,1821-11-28,"Th OC-91"
228,1821-11-28,"Th OC-91"
543,1821-11-29,"Th OC-91"
1050,1821-11-29,"Th OC-91"
640,1821-11-29,"Th OC-91"
1399,1821-11-30,"Th OC-91"
651,1821-11-30,"Th OC-91"
1050,1821-12-01,"Th OC-91"
978,1821-12-01,"Th OC-91"
936,1821-12-01,"Th OC-91"
651,1821-12-02,"Th OC-91"
29,1821-12-02,"Th OC-91"
1403,1821-12-03,"Th OC-91"
968,1821-12-03,"Th OC-91"
